Institute Code,College,Course Code,Course,Status,Category,Cutoff Rank,Score
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,80361,62.3996115
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,112853,37.7324111
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,102627,46.4534231
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,140543,5.0035420
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,85464,58.7429854
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,89267,56.6563970
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,93781,53.1660451
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,112711,38.8357386
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,107714,42.5955447
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,109381,41.0926455
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,98438,49.6143282
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,142112,2.3315484
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,127867,22.6551453
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,129643,20.3198986
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,61942,73.0265619
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,85079,58.8704519
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,129674,20.3198986
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,63008,71.9809302
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,63593,71.6671025
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,79624,62.7344336
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,81136,61.6397637
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,100650,48.0589023
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,56098,75.8673530
1012,"Government College of Engineering,Yavatmal",101261210,Mechanical Engineering,,,86719,58.1382561
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,14854,94.1055620
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,30173,87.6216398
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,93810,53.1660451
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,21316,91.3483231
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,15196,93.9947487
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124210,Computer Science and Engineering,,,13862,94.5800123
