College,Course,Category,Cutoff Rank,Score
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Computer Engineering,EWS,111744,39.0377062
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Computer Engineering,EWS,19613,92.1445405
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Information Technology,EWS,32611,86.6370673
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Information Technology,EWS,33342,86.1668982
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Information Technology,EWS,60264,73.4109953
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Information Technology,EWS,74686,65.9622938
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Information Technology,EWS,26709,89.1600241
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,63955,71.6354089
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,61308,73.2522683
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,99223,49.4761567
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,125364,25.3087578
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,65332,71.1698646
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Electronics and Telecommunication Engg,EWS,54752,76.6367377
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,10294,95.9738402
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,10186,96.0379275
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,18073,92.7333060
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,19136,92.3146438
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,83723,59.9249812
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,EWS,8434,96.7339025
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,11675,95.4015941
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,12338,95.1514675
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,18869,92.4568642
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,19932,92.0788066
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,134348,14.4711178
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,EWS,10392,95.9457938
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,EWS,25282,89.7218504
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,EWS,27029,88.9904805
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,EWS,41385,82.4643661
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,EWS,58113,75.0737739
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,EWS,25550,89.5398277
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mechanical Engineering,EWS,32123,86.8453057
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mechanical Engineering,EWS,60128,73.4246062
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mechanical Engineering,EWS,124746,26.0127532
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mechanical Engineering,EWS,106890,43.1162283
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mechanical Engineering,EWS,125836,24.8864926
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,22578,90.8627157
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,26015,89.3970979
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,40473,83.2373857
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,29353,88.0695638
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,139902,6.1669865
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer Science,EWS,21720,91.2278745
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,16789,93.2969235
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,16723,93.3857089
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,25920,89.4065093
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,39876,83.3890161
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,126733,23.8907594
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,16053,93.6017282
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,15077,94.0399594
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,15968,93.6308986
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,25852,89.4065093
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,25919,89.4065093
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,99848,49.0455617
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Machine Learning,EWS,14338,94.3626357
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,13128,94.8416105
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,14271,94.3700831
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,24085,90.1850615
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,20746,91.6954239
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,119203,32.3095051
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and Data Science,EWS,11341,95.5823293
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Civil Engineering,EWS,122050,28.9238020
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,48628,79.5208170
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,54121,76.7693871
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,96284,51.4762755
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,131602,18.1280678
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,123817,26.9098391
"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR",Computer Engineering,EWS,34453,85.8062103
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,10167,96.0379275
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,13141,94.8416105
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,11912,95.3636399
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,7771,97.0060773
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,93480,53.6496624
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,EWS,9486,96.2869828
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,12133,95.2327200
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,13646,94.6206689
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,18536,92.5560269
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,13873,94.5454545
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,142835,0.8701473
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Information Technology,EWS,11304,95.5993871
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,29766,87.7770341
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,32962,86.3550668
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,41298,82.5401330
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,45133,81.0090469
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,97248,50.6107355
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Electronics and Telecommunication Engg,EWS,30710,87.3774785
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,17461,93.0452675
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,20578,91.7186508
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,25229,89.7218504
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,29524,88.0318823
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,114027,36.5842646
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,EWS,15208,93.9690179
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,630,99.7131743
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,5980,97.6944816
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,21385,91.3397650
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,2938,98.8532367
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,2768,98.9038440
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,2904,98.8561538
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,1749,99.2809713
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,1508,99.3730996
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,1246,99.4725028
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,9045,96.4856831
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,31300,87.0718315
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,8250,96.8317715
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,7443,97.1267817
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,5860,97.7443048
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,2521,99.0014640
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,6771,97.3887196
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,2976,98.8256088
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,851,99.6239526
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,121796,29.2444305
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,45696,80.8641005
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Science and Engineering,EWS,16460,93.4566198
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,435,99.7942387
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,5793,97.7814483
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,24469,90.0942655
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,1063,99.5463335
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,1801,99.2625202
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,2514,99.0028972
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,1723,99.2929293
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,1352,99.4324631
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,1225,99.4854778
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,8075,96.8735271
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,27787,88.6695314
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,13522,94.6489662
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,3966,98.4661429
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,3915,98.4828202
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,6914,97.3598096
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,2794,98.8963079
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,15055,94.0399594
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,111637,39.0377062
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,28631,88.2793393
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,3762,98.5137525
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Computer Engineering,EWS,12751,94.9975677
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,1862,99.2495383
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,10119,96.0596725
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,37525,84.4304792
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,5285,97.9610924
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,5411,97.9119196
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,5393,97.9324706
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,4804,98.1450126
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,3069,98.7987537
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,2775,98.8972243
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,10842,95.7618529
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,132902,16.2396627
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,4591,98.2225197
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,10022,96.0680883
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,16454,93.4566198
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,7303,97.1775847
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,44527,81.1192722
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,8745,96.5951359
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,2314,99.0652003
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,89925,55.8997381
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,19976,91.8981572
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,11773,95.3905345
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,5446,97.8929149
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,45824,80.7328826
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,1995,99.1856314
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,10791,95.7761974
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,886,99.6110172
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,72941,66.8171727
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,15989,93.6308986
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,7276,97.2005870
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,10715,95.8405342
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,65120,71.2687819
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,1834,99.2529229
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Electronics and Telecommunication Engg,EWS,3679,98.5664296
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,140446,5.0725526
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,134478,13.9344262
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,134925,13.3235504
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,104958,44.6898706
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,143177,0.1240788
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Civil Engineering,EWS,134228,14.4711178
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,63013,71.9809302
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,118005,32.8844711
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,73205,66.6716379
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,99784,49.2213366
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,70760,67.9544349
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,51256,78.1143775
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,56005,75.8673530
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,79839,62.4868401
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,58913,74.1935484
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,83944,59.9156802
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,117166,33.8201786
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,111564,39.0377062
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,139538,6.4285981
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,89519,55.9130075
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,108560,42.2969628
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,141782,2.9457973
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,64314,71.4000828
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,87482,58.0840122
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,30955,87.2266503
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,EWS,56620,75.3402820
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,92904,53.8156961
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,138819,7.7366255
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,108043,42.5530244
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,87735,57.7272051
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,97495,50.6107355
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,86575,58.1382561
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,116420,34.1818319
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,100500,48.0589023
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,90582,55.7163295
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,64092,71.6354089
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and Telecommunication Engg,EWS,85173,58.8704519
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,96385,51.4762755
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,105160,44.4766130
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,107984,42.5530244
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,127963,22.0314735
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,118531,32.4663078
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,122158,28.9238020
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,132388,16.9363708
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,126593,23.8907594
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,135568,12.6949825
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,136892,11.0960605
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,137194,10.5813040
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,116968,34.1365462
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,121574,29.3464077
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,60363,73.4109953
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,EWS,116122,35.1726957
