College,Course,Category,Cutoff Rank,Score
"Government College of Engineering, Amravati",Civil Engineering,EWS,45820,80.7328826
"Government College of Engineering, Amravati",Civil Engineering,EWS,54803,76.6166542
"Government College of Engineering, Amravati",Civil Engineering,EWS,85528,58.7429854
"Government College of Engineering, Amravati",Civil Engineering,EWS,53198,76.9213416
"Government College of Engineering, Amravati",Civil Engineering,EWS,55202,76.2843676
"Government College of Engineering, Amravati",Civil Engineering,EWS,47207,79.8081214
"Government College of Engineering, Amravati",Civil Engineering,EWS,58799,74.1935484
"Government College of Engineering, Amravati",Civil Engineering,EWS,55212,76.2843676
"Government College of Engineering, Amravati",Civil Engineering,EWS,39555,83.4053417
"Government College of Engineering, Amravati",Civil Engineering,EWS,58069,75.0737739
"Government College of Engineering, Amravati",Civil Engineering,EWS,81275,61.4332053
"Government College of Engineering, Amravati",Civil Engineering,EWS,55889,75.8673530
"Government College of Engineering, Amravati",Civil Engineering,EWS,71604,67.3938217
"Government College of Engineering, Amravati",Civil Engineering,EWS,59895,73.6426530
"Government College of Engineering, Amravati",Civil Engineering,EWS,85506,58.7429854
"Government College of Engineering, Amravati",Civil Engineering,EWS,50933,78.3308876
"Government College of Engineering, Amravati",Civil Engineering,EWS,66222,70.5106049
"Government College of Engineering, Amravati",Civil Engineering,EWS,114710,36.1619626
"Government College of Engineering, Amravati",Civil Engineering,EWS,25437,89.6901790
"Government College of Engineering, Amravati",Civil Engineering,EWS,51497,78.0675570
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,6839,97.3642653
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,14995,94.0441452
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,42063,82.3107244
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,10351,95.9541871
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,13430,94.6808113
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,10052,96.0633178
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,15513,93.8260094
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,7626,97.0482604
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,7359,97.1523959
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,18093,92.7333060
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,46043,80.6210251
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,8159,96.8581856
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,41373,82.4643661
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,14766,94.1664477
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,6790,97.3792778
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,45737,80.8641005
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,16792,93.2969235
"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,10297,95.9738402
"Government College of Engineering, Amravati",Information Technology,EWS,10303,95.9738402
"Government College of Engineering, Amravati",Information Technology,EWS,18667,92.4862529
"Government College of Engineering, Amravati",Information Technology,EWS,43516,81.8534982
"Government College of Engineering, Amravati",Information Technology,EWS,23597,90.4575998
"Government College of Engineering, Amravati",Information Technology,EWS,16268,93.5213570
"Government College of Engineering, Amravati",Information Technology,EWS,12552,95.0744473
"Government College of Engineering, Amravati",Information Technology,EWS,16999,93.2108027
"Government College of Engineering, Amravati",Information Technology,EWS,11044,95.6795422
"Government College of Engineering, Amravati",Information Technology,EWS,9567,96.2787373
"Government College of Engineering, Amravati",Information Technology,EWS,21001,91.4895289
"Government College of Engineering, Amravati",Information Technology,EWS,55122,76.2843676
"Government College of Engineering, Amravati",Information Technology,EWS,16115,93.5868331
"Government College of Engineering, Amravati",Information Technology,EWS,12233,95.2175544
"Government College of Engineering, Amravati",Information Technology,EWS,10354,95.9541871
"Government College of Engineering, Amravati",Information Technology,EWS,66253,70.5106049
"Government College of Engineering, Amravati",Information Technology,EWS,30013,87.6984872
"Government College of Engineering, Amravati",Information Technology,EWS,9138,96.4414768
"Government College of Engineering, Amravati",Information Technology,EWS,71173,67.7119280
"Government College of Engineering, Amravati",Information Technology,EWS,30456,87.4817577
"Government College of Engineering, Amravati",Information Technology,EWS,12526,95.0827713
"Government College of Engineering, Amravati",Electrical Engineering,EWS,31193,87.2113119
"Government College of Engineering, Amravati",Electrical Engineering,EWS,45777,80.7328826
"Government College of Engineering, Amravati",Electrical Engineering,EWS,92626,54.0043616
"Government College of Engineering, Amravati",Electrical Engineering,EWS,39357,83.4300164
"Government College of Engineering, Amravati",Electrical Engineering,EWS,42146,82.2515860
"Government College of Engineering, Amravati",Electrical Engineering,EWS,47720,79.7807688
"Government College of Engineering, Amravati",Electrical Engineering,EWS,34759,85.4752553
"Government College of Engineering, Amravati",Electrical Engineering,EWS,26636,89.1600241
"Government College of Engineering, Amravati",Electrical Engineering,EWS,34812,85.4752553
"Government College of Engineering, Amravati",Electrical Engineering,EWS,121868,29.2444305
"Government College of Engineering, Amravati",Electrical Engineering,EWS,32994,86.3550668
"Government College of Engineering, Amravati",Electrical Engineering,EWS,87211,58.0840122
"Government College of Engineering, Amravati",Electrical Engineering,EWS,31414,87.0556299
"Government College of Engineering, Amravati",Electrical Engineering,EWS,92685,54.0043616
"Government College of Engineering, Amravati",Electrical Engineering,EWS,24140,90.1850615
"Government College of Engineering, Amravati",Electrical Engineering,EWS,37774,84.2884307
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,16356,93.4958740
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,27969,88.5960295
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,89313,56.6563970
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,30699,87.3774785
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,17854,92.8593873
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,21528,91.2629338
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,30062,87.6984872
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,17589,93.0014674
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,14555,94.2498036
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,25655,89.5231349
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,81186,61.6397637
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,41670,82.4443082
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,22022,91.0376802
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,16887,93.2464234
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,129864,20.1485207
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,50151,78.4161664
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,14528,94.2498036
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,62434,72.3940120
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,20602,91.7108778
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,52017,77.9969992
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,70454,68.3823818
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,113354,37.6936381
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,110749,39.9066862
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,64948,71.2687819
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,60742,73.3779089
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,49557,78.8754662
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,73669,66.4309764
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,108341,42.4233825
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,73493,66.4309764
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,60133,73.4246062
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,36146,85.1537884
"Government College of Engineering, Amravati",Instrumentation Engineering,EWS,51922,77.9969992
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,38651,84.0516274
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,61419,73.1851907
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,117713,33.2472877
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,56910,75.1725431
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,47365,79.8081214
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,50166,78.4161664
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,56879,75.1725431
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,43574,81.8534982
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,41931,82.3107244
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,59704,73.6426530
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,106253,43.5071268
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,72354,66.9527897
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,49939,78.5775598
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,55239,76.2843676
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,30370,87.5056399
"Government College of Engineering, Amravati",Mechanical Engineering,EWS,42232,82.2515860
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,80967,61.6397637
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,84577,59.8623853
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,141262,3.8552498
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,131711,17.8500207
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,85735,58.7429854
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,76696,64.4512569
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,85239,58.8704519
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,37258,84.4681938
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,49613,78.7120349
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,104503,45.6445719
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,63559,71.8303504
"Sant Gadge Baba Amravati University,Amravati",Food Technology,EWS,109617,40.6521983
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,116850,34.1365462
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,73995,66.3914919
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,134873,13.5034179
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,124862,26.0127532
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,127354,22.9499823
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,103504,45.9664342
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,123353,27.3241113
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,EWS,99207,49.4761567
"Sant Gadge Baba Amravati University,Amravati",Paper and Pulp Technology,EWS,121366,29.4111028
"Sant Gadge Baba Amravati University,Amravati",Paper and Pulp Technology,EWS,137370,9.7383065
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,96082,51.4762755
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,106203,43.5071268
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,107265,42.9215913
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,39830,83.3890161
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,91096,55.2985075
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,88877,56.7366842
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,90395,55.7163295
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,51738,78.0359147
"Sant Gadge Baba Amravati University,Amravati",Petro Chemical Engineering,EWS,86378,58.5474069
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,74562,65.9622938
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,101880,47.3478734
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,80305,62.3996115
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,102191,46.8567142
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,117501,33.3408586
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,86831,58.1382561
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,82581,60.9799222
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,99853,49.0455617
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,94340,52.7422372
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,108125,42.5530244
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,124766,26.0127532
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,111381,39.4392454
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,59087,74.1356658
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,82736,60.9799222
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,68148,69.5976990
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,86167,58.5474069
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,68951,69.0354573
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,123039,27.6545345
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,87157,58.1195238
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,60201,73.4109953
"Government College of Engineering,Yavatmal",Civil Engineering,EWS,96525,51.0567213
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,31195,87.2113119
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,45916,80.7328826
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,69281,68.9337823
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,31317,87.0718315
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,32367,86.6965956
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,40791,83.0041152
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,32855,86.3770498
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,28640,88.2793393
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,42392,82.2266135
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,96270,51.4762755
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,81697,61.4328470
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,29760,87.7770341
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,109414,41.0926455
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,112106,38.9925740
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,21624,91.2518343
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,28294,88.2852988
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,63337,71.8303504
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,28675,88.2671548
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,24413,90.0942655
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,24819,89.9662416
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,44126,81.2345291
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,27429,88.7938441
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,25524,89.5398277
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,63718,71.6671025
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,18389,92.6604063
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,90934,55.4490884
"Government College of Engineering,Yavatmal",Computer Engineering,EWS,27755,88.6695314
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,68570,69.2172491
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,80470,62.3996115
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,82248,61.2935921
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,80510,61.6881259
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,78055,63.6910141
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,136539,11.2906846
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,74433,65.9622938
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,64063,71.6354089
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,66750,70.2813361
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,68446,69.3042857
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,68856,69.2172491
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,132632,16.3662375
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,121462,29.3464077
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,59637,73.6426530
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,77027,64.2666767
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,79823,62.4868401
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,62352,72.6119403
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,67703,69.6572694
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,70293,68.3823818
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,136069,11.6574699
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,85978,58.7124464
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,69027,69.0354573
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,54035,76.7693871
"Government College of Engineering,Yavatmal",Electrical Engineering,EWS,77226,64.2666767
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,48301,79.5863208
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,76557,64.4512569
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,63812,71.6671025
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,61377,73.2522683
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,72438,66.9527897
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,64496,71.4000828
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,52485,77.4241933
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,48581,79.5208170
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,54145,76.7693871
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,87291,58.0840122
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,50328,78.4065273
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,101207,47.3870980
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,36306,85.1488129
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,49474,78.8754662
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,49149,79.2648162
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,38766,83.8780770
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,36110,85.1537884
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,59896,73.6426530
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,90911,55.4490884
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,64668,71.3590844
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,37622,84.3950599
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,99586,49.2213366
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,34209,85.9227307
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,105314,44.4766130
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,EWS,52999,77.0079706
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,80361,62.3996115
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,112853,37.7324111
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,102627,46.4534231
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,140543,5.0035420
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,85464,58.7429854
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,89267,56.6563970
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,93781,53.1660451
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,112711,38.8357386
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,107714,42.5955447
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,109381,41.0926455
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,98438,49.6143282
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,142112,2.3315484
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,127867,22.6551453
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,129643,20.3198986
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,61942,73.0265619
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,85079,58.8704519
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,129674,20.3198986
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,63008,71.9809302
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,63593,71.6671025
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,79624,62.7344336
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,81136,61.6397637
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,100650,48.0589023
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,56098,75.8673530
"Government College of Engineering,Yavatmal",Mechanical Engineering,EWS,86719,58.1382561
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,14854,94.1055620
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,30173,87.6216398
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,93810,53.1660451
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,21316,91.3483231
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,15196,93.9947487
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,13862,94.5800123
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,25613,89.5398277
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,95619,52.2466614
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,42413,82.2266135
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,15422,93.8586283
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,71361,67.5703113
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,101841,47.3478734
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,15252,93.9690179
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,27151,88.8621945
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,103315,46.1690466
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,19753,92.1155289
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,35307,85.3534944
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,15664,93.8067312
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,14253,94.3700831
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,32854,86.3770498
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,15291,93.9473684
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,23928,90.2424513
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,7094,97.2654813
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,EWS,17134,93.1305459
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,19526,92.1548708
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,37565,84.4304792
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,70085,68.4014140
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,26939,88.9904805
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,26676,89.1600241
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,24105,90.1850615
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,20546,91.7186508
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,17697,92.9051391
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,33446,86.1668982
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,30178,87.6216398
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,17917,92.8392664
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,101242,47.3870980
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,113116,37.6936381
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,16534,93.4367098
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,33829,86.0392540
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,34252,85.9227307
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,17148,93.1305459
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,20122,91.8049290
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,113863,36.6068088
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,37061,84.5084815
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,14193,94.3894513
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,42747,82.2034564
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,EWS,19270,92.2256284
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,52831,77.4193548
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,66416,70.5106049
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,94732,52.5567137
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,80109,62.3996115
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,53997,76.7693871
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,61755,73.0265619
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,54163,76.7693871
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,46107,80.6210251
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,64394,71.4000828
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,49801,78.5775598
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,65479,71.1698646
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],EWS,75970,65.0367935
